Year,Series,Territorio histórico,Comarca,Municipio,Units,GeoCode,Value
2015,Proporción de viviendas con agua corriente,,,Karrantza Harana/Valle de Carranza,%,Karrantza Harana/Valle de Carranza,97.8
2010,Proporción de viviendas con agua corriente,,,Karrantza Harana/Valle de Carranza,%,Karrantza Harana/Valle de Carranza,97.9
2016,Proporción de viviendas con agua corriente,,,Karrantza Harana/Valle de Carranza,%,Karrantza Harana/Valle de Carranza,97.7
2014,Proporción de viviendas con agua corriente,,,Karrantza Harana/Valle de Carranza,%,Karrantza Harana/Valle de Carranza,97.6
2022,Proporción de viviendas con agua corriente,,,Karrantza Harana/Valle de Carranza,%,Karrantza Harana/Valle de Carranza,98.0
2023,Proporción de viviendas con agua corriente,,,Karrantza Harana/Valle de Carranza,%,Karrantza Harana/Valle de Carranza,97.8
2018,Proporción de viviendas con agua corriente,,,Karrantza Harana/Valle de Carranza,%,Karrantza Harana/Valle de Carranza,97.8
2023,Proporción de viviendas con agua corriente,,,Kortezubi,%,Kortezubi,98.2
2014,Proporción de viviendas con agua corriente,,,Kortezubi,%,Kortezubi,98.1
2010,Proporción de viviendas con agua corriente,,,Kortezubi,%,Kortezubi,98.0
2016,Proporción de viviendas con agua corriente,,,Kortezubi,%,Kortezubi,98.1
2013,Proporción de viviendas con agua corriente,,,Kortezubi,%,Kortezubi,98.0
2021,Proporción de viviendas con agua corriente,,,Kortezubi,%,Kortezubi,98.1
2015,Proporción de viviendas con agua corriente,,,Kortezubi,%,Kortezubi,98.1
2022,Proporción de viviendas con agua corriente,,,Kortezubi,%,Kortezubi,98.2
2018,Proporción de viviendas con agua corriente,,,Kortezubi,%,Kortezubi,98.1
2020,Proporción de viviendas con agua corriente,,,Kortezubi,%,Kortezubi,98.1
2019,Proporción de viviendas con agua corriente,,,Kortezubi,%,Kortezubi,98.1
2016,Proporción de viviendas con agua corriente,,,Kripan,%,Kripan,100.0
2020,Proporción de viviendas con agua corriente,,,Kripan,%,Kripan,100.0
2023,Proporción de viviendas con agua corriente,,,Kripan,%,Kripan,100.0
2013,Proporción de viviendas con agua corriente,,,Kripan,%,Kripan,100.0
2022,Proporción de viviendas con agua corriente,,,Kripan,%,Kripan,100.0
2019,Proporción de viviendas con agua corriente,,,Kripan,%,Kripan,100.0
2018,Proporción de viviendas con agua corriente,,,Kripan,%,Kripan,100.0
2014,Proporción de viviendas con agua corriente,,,Kripan,%,Kripan,100.0
2021,Proporción de viviendas con agua corriente,,,Kripan,%,Kripan,100.0
2010,Proporción de viviendas con agua corriente,,,Kripan,%,Kripan,100.0
2015,Proporción de viviendas con agua corriente,,,Kripan,%,Kripan,100.0
2020,Proporción de viviendas con agua corriente,,,Kuartango,%,Kuartango,98.4
2013,Proporción de viviendas con agua corriente,,,Kuartango,%,Kuartango,98.2
2022,Proporción de viviendas con agua corriente,,,Kuartango,%,Kuartango,98.5
2016,Proporción de viviendas con agua corriente,,,Kuartango,%,Kuartango,98.3
2021,Proporción de viviendas con agua corriente,,,Kuartango,%,Kuartango,98.5
2014,Proporción de viviendas con agua corriente,,,Kuartango,%,Kuartango,98.2
2010,Proporción de viviendas con agua corriente,,,Kuartango,%,Kuartango,98.2
2019,Proporción de viviendas con agua corriente,,,Kuartango,%,Kuartango,98.4
2015,Proporción de viviendas con agua corriente,,,Kuartango,%,Kuartango,98.3
2023,Proporción de viviendas con agua corriente,,,Kuartango,%,Kuartango,98.5
2018,Proporción de viviendas con agua corriente,,,Kuartango,%,Kuartango,98.4
2015,Proporción de viviendas con agua corriente,,,Labastida/Bastida,%,Labastida/Bastida,100.0
2014,Proporción de viviendas con agua corriente,,,Labastida/Bastida,%,Labastida/Bastida,100.0
2013,Proporción de viviendas con agua corriente,,,Labastida/Bastida,%,Labastida/Bastida,100.0
2018,Proporción de viviendas con agua corriente,,,Labastida/Bastida,%,Labastida/Bastida,100.0
2020,Proporción de viviendas con agua corriente,,,Labastida/Bastida,%,Labastida/Bastida,100.0
2016,Proporción de viviendas con agua corriente,,,Labastida/Bastida,%,Labastida/Bastida,100.0
2010,Proporción de viviendas con agua corriente,,,Labastida/Bastida,%,Labastida/Bastida,100.0
2021,Proporción de viviendas con agua corriente,,,Labastida/Bastida,%,Labastida/Bastida,100.0
2023,Proporción de viviendas con agua corriente,,,Labastida/Bastida,%,Labastida/Bastida,100.0
2022,Proporción de viviendas con agua corriente,,,Labastida/Bastida,%,Labastida/Bastida,100.0
2019,Proporción de viviendas con agua corriente,,,Labastida/Bastida,%,Labastida/Bastida,100.0
2018,Proporción de viviendas con agua corriente,,,Lagrán,%,Lagrán,100.0
2016,Proporción de viviendas con agua corriente,,,Lagrán,%,Lagrán,100.0
2015,Proporción de viviendas con agua corriente,,,Lagrán,%,Lagrán,100.0
2020,Proporción de viviendas con agua corriente,,,Lagrán,%,Lagrán,100.0
2022,Proporción de viviendas con agua corriente,,,Lagrán,%,Lagrán,100.0
2010,Proporción de viviendas con agua corriente,,,Lagrán,%,Lagrán,100.0
2019,Proporción de viviendas con agua corriente,,,Lagrán,%,Lagrán,100.0
2021,Proporción de viviendas con agua corriente,,,Lagrán,%,Lagrán,100.0
2013,Proporción de viviendas con agua corriente,,,Lagrán,%,Lagrán,100.0
2023,Proporción de viviendas con agua corriente,,,Lagrán,%,Lagrán,100.0
2014,Proporción de viviendas con agua corriente,,,Lagrán,%,Lagrán,100.0
2020,Proporción de viviendas con agua corriente,,,Laguardia,%,Laguardia,99.8
2021,Proporción de viviendas con agua corriente,,,Laguardia,%,Laguardia,99.8
2013,Proporción de viviendas con agua corriente,,,Laguardia,%,Laguardia,99.8
2010,Proporción de viviendas con agua corriente,,,Laguardia,%,Laguardia,99.8
2023,Proporción de viviendas con agua corriente,,,Laguardia,%,Laguardia,99.8
2014,Proporción de viviendas con agua corriente,,,Laguardia,%,Laguardia,99.8
2016,Proporción de viviendas con agua corriente,,,Laguardia,%,Laguardia,99.8
2018,Proporción de viviendas con agua corriente,,,Laguardia,%,Laguardia,99.8
2019,Proporción de viviendas con agua corriente,,,Laguardia,%,Laguardia,99.8
2015,Proporción de viviendas con agua corriente,,,Laguardia,%,Laguardia,99.8
2022,Proporción de viviendas con agua corriente,,,Laguardia,%,Laguardia,99.8
2016,Proporción de viviendas con agua corriente,,,Lanciego/Lantziego,%,Lanciego/Lantziego,99.3
2022,Proporción de viviendas con agua corriente,,,Lanciego/Lantziego,%,Lanciego/Lantziego,99.0
2010,Proporción de viviendas con agua corriente,,,Lanciego/Lantziego,%,Lanciego/Lantziego,99.3
2018,Proporción de viviendas con agua corriente,,,Lanciego/Lantziego,%,Lanciego/Lantziego,99.3
2021,Proporción de viviendas con agua corriente,,,Lanciego/Lantziego,%,Lanciego/Lantziego,99.0
2023,Proporción de viviendas con agua corriente,,,Lanciego/Lantziego,%,Lanciego/Lantziego,99.0
2015,Proporción de viviendas con agua corriente,,,Lanciego/Lantziego,%,Lanciego/Lantziego,99.3
2019,Proporción de viviendas con agua corriente,,,Lanciego/Lantziego,%,Lanciego/Lantziego,99.7
2014,Proporción de viviendas con agua corriente,,,Lanciego/Lantziego,%,Lanciego/Lantziego,99.3
2020,Proporción de viviendas con agua corriente,,,Lanciego/Lantziego,%,Lanciego/Lantziego,99.0
2013,Proporción de viviendas con agua corriente,,,Lanciego/Lantziego,%,Lanciego/Lantziego,99.3
2018,Proporción de viviendas con agua corriente,,,Lanestosa,%,Lanestosa,100.0
2023,Proporción de viviendas con agua corriente,,,Lanestosa,%,Lanestosa,100.0
2015,Proporción de viviendas con agua corriente,,,Lanestosa,%,Lanestosa,100.0
2013,Proporción de viviendas con agua corriente,,,Lanestosa,%,Lanestosa,100.0
2010,Proporción de viviendas con agua corriente,,,Lanestosa,%,Lanestosa,100.0
2022,Proporción de viviendas con agua corriente,,,Lanestosa,%,Lanestosa,100.0
2014,Proporción de viviendas con agua corriente,,,Lanestosa,%,Lanestosa,100.0
2016,Proporción de viviendas con agua corriente,,,Lanestosa,%,Lanestosa,100.0
2019,Proporción de viviendas con agua corriente,,,Lanestosa,%,Lanestosa,100.0
2020,Proporción de viviendas con agua corriente,,,Lanestosa,%,Lanestosa,100.0
2021,Proporción de viviendas con agua corriente,,,Lanestosa,%,Lanestosa,100.0
2010,Proporción de viviendas con agua corriente,,,Lantarón,%,Lantarón,99.7
2019,Proporción de viviendas con agua corriente,,,Lantarón,%,Lantarón,99.7
2022,Proporción de viviendas con agua corriente,,,Lantarón,%,Lantarón,99.7
2021,Proporción de viviendas con agua corriente,,,Lantarón,%,Lantarón,99.7
2020,Proporción de viviendas con agua corriente,,,Lantarón,%,Lantarón,99.7
2015,Proporción de viviendas con agua corriente,,,Lantarón,%,Lantarón,99.7
2023,Proporción de viviendas con agua corriente,,,Lantarón,%,Lantarón,99.7
2018,Proporción de viviendas con agua corriente,,,Lantarón,%,Lantarón,99.7
2014,Proporción de viviendas con agua corriente,,,Lantarón,%,Lantarón,99.7
2016,Proporción de viviendas con agua corriente,,,Lantarón,%,Lantarón,99.7
2013,Proporción de viviendas con agua corriente,,,Lantarón,%,Lantarón,99.7
2016,Proporción de viviendas con agua corriente,,,Lapuebla de Labarca,%,Lapuebla de Labarca,100.0
2023,Proporción de viviendas con agua corriente,,,Lapuebla de Labarca,%,Lapuebla de Labarca,100.0
2022,Proporción de viviendas con agua corriente,,,Lapuebla de Labarca,%,Lapuebla de Labarca,100.0
2021,Proporción de viviendas con agua corriente,,,Lapuebla de Labarca,%,Lapuebla de Labarca,100.0
2015,Proporción de viviendas con agua corriente,,,Lapuebla de Labarca,%,Lapuebla de Labarca,100.0
2018,Proporción de viviendas con agua corriente,,,Lapuebla de Labarca,%,Lapuebla de Labarca,100.0
2019,Proporción de viviendas con agua corriente,,,Lapuebla de Labarca,%,Lapuebla de Labarca,100.0
2020,Proporción de viviendas con agua corriente,,,Lapuebla de Labarca,%,Lapuebla de Labarca,100.0
2014,Proporción de viviendas con agua corriente,,,Lapuebla de Labarca,%,Lapuebla de Labarca,100.0
2013,Proporción de viviendas con agua corriente,,,Lapuebla de Labarca,%,Lapuebla de Labarca,100.0
2010,Proporción de viviendas con agua corriente,,,Lapuebla de Labarca,%,Lapuebla de Labarca,100.0
2021,Proporción de viviendas con agua corriente,,,Larrabetzu,%,Larrabetzu,98.7
2015,Proporción de viviendas con agua corriente,,,Larrabetzu,%,Larrabetzu,98.9
2014,Proporción de viviendas con agua corriente,,,Larrabetzu,%,Larrabetzu,99.1
2020,Proporción de viviendas con agua corriente,,,Larrabetzu,%,Larrabetzu,98.4
2023,Proporción de viviendas con agua corriente,,,Larrabetzu,%,Larrabetzu,98.6
2019,Proporción de viviendas con agua corriente,,,Larrabetzu,%,Larrabetzu,98.9
2010,Proporción de viviendas con agua corriente,,,Larrabetzu,%,Larrabetzu,98.8
2022,Proporción de viviendas con agua corriente,,,Larrabetzu,%,Larrabetzu,98.7
2013,Proporción de viviendas con agua corriente,,,Larrabetzu,%,Larrabetzu,99.0
2018,Proporción de viviendas con agua corriente,,,Larrabetzu,%,Larrabetzu,99.0
2016,Proporción de viviendas con agua corriente,,,Larrabetzu,%,Larrabetzu,98.9
2016,Proporción de viviendas con agua corriente,,,Larraul,%,Larraul,100.0
2015,Proporción de viviendas con agua corriente,,,Larraul,%,Larraul,100.0
2021,Proporción de viviendas con agua corriente,,,Larraul,%,Larraul,100.0
2023,Proporción de viviendas con agua corriente,,,Larraul,%,Larraul,100.0
2014,Proporción de viviendas con agua corriente,,,Larraul,%,Larraul,100.0
2019,Proporción de viviendas con agua corriente,,,Larraul,%,Larraul,100.0
2020,Proporción de viviendas con agua corriente,,,Larraul,%,Larraul,100.0
2018,Proporción de viviendas con agua corriente,,,Larraul,%,Larraul,100.0
2010,Proporción de viviendas con agua corriente,,,Larraul,%,Larraul,100.0
2013,Proporción de viviendas con agua corriente,,,Larraul,%,Larraul,100.0
2022,Proporción de viviendas con agua corriente,,,Larraul,%,Larraul,100.0
2016,Proporción de viviendas con agua corriente,,,Lasarte-Oria,%,Lasarte-Oria,100.0
2023,Proporción de viviendas con agua corriente,,,Lasarte-Oria,%,Lasarte-Oria,100.0
2018,Proporción de viviendas con agua corriente,,,Lasarte-Oria,%,Lasarte-Oria,100.0
2020,Proporción de viviendas con agua corriente,,,Lasarte-Oria,%,Lasarte-Oria,100.0
2014,Proporción de viviendas con agua corriente,,,Lasarte-Oria,%,Lasarte-Oria,100.0
2022,Proporción de viviendas con agua corriente,,,Lasarte-Oria,%,Lasarte-Oria,100.0
2019,Proporción de viviendas con agua corriente,,,Lasarte-Oria,%,Lasarte-Oria,100.0
2010,Proporción de viviendas con agua corriente,,,Lasarte-Oria,%,Lasarte-Oria,100.0
2021,Proporción de viviendas con agua corriente,,,Lasarte-Oria,%,Lasarte-Oria,100.0
2013,Proporción de viviendas con agua corriente,,,Lasarte-Oria,%,Lasarte-Oria,100.0
2015,Proporción de viviendas con agua corriente,,,Lasarte-Oria,%,Lasarte-Oria,100.0
2022,Proporción de viviendas con agua corriente,,,Laudio/Llodio,%,Laudio/Llodio,100.0
2019,Proporción de viviendas con agua corriente,,,Laudio/Llodio,%,Laudio/Llodio,100.0
2021,Proporción de viviendas con agua corriente,,,Laudio/Llodio,%,Laudio/Llodio,100.0
2014,Proporción de viviendas con agua corriente,,,Laudio/Llodio,%,Laudio/Llodio,100.0
2016,Proporción de viviendas con agua corriente,,,Laudio/Llodio,%,Laudio/Llodio,100.0
2013,Proporción de viviendas con agua corriente,,,Laudio/Llodio,%,Laudio/Llodio,100.0
2020,Proporción de viviendas con agua corriente,,,Laudio/Llodio,%,Laudio/Llodio,100.0
2015,Proporción de viviendas con agua corriente,,,Laudio/Llodio,%,Laudio/Llodio,100.0
2023,Proporción de viviendas con agua corriente,,,Laudio/Llodio,%,Laudio/Llodio,100.0
2010,Proporción de viviendas con agua corriente,,,Laudio/Llodio,%,Laudio/Llodio,100.0
2018,Proporción de viviendas con agua corriente,,,Laudio/Llodio,%,Laudio/Llodio,100.0
2021,Proporción de viviendas con agua corriente,,,Laukiz,%,Laukiz,100.0
2022,Proporción de viviendas con agua corriente,,,Laukiz,%,Laukiz,100.0
2014,Proporción de viviendas con agua corriente,,,Laukiz,%,Laukiz,100.0
2010,Proporción de viviendas con agua corriente,,,Laukiz,%,Laukiz,100.0
2018,Proporción de viviendas con agua corriente,,,Laukiz,%,Laukiz,100.0
2016,Proporción de viviendas con agua corriente,,,Laukiz,%,Laukiz,100.0
2015,Proporción de viviendas con agua corriente,,,Laukiz,%,Laukiz,100.0
2013,Proporción de viviendas con agua corriente,,,Laukiz,%,Laukiz,100.0
2020,Proporción de viviendas con agua corriente,,,Laukiz,%,Laukiz,100.0
2019,Proporción de viviendas con agua corriente,,,Laukiz,%,Laukiz,100.0
2023,Proporción de viviendas con agua corriente,,,Laukiz,%,Laukiz,100.0
2018,Proporción de viviendas con agua corriente,,,Lazkao,%,Lazkao,100.0
2016,Proporción de viviendas con agua corriente,,,Lazkao,%,Lazkao,100.0
2014,Proporción de viviendas con agua corriente,,,Lazkao,%,Lazkao,100.0
2022,Proporción de viviendas con agua corriente,,,Lazkao,%,Lazkao,100.0
2023,Proporción de viviendas con agua corriente,,,Lazkao,%,Lazkao,100.0
2020,Proporción de viviendas con agua corriente,,,Lazkao,%,Lazkao,100.0
2019,Proporción de viviendas con agua corriente,,,Lazkao,%,Lazkao,100.0
2021,Proporción de viviendas con agua corriente,,,Lazkao,%,Lazkao,100.0
2015,Proporción de viviendas con agua corriente,,,Lazkao,%,Lazkao,100.0
2013,Proporción de viviendas con agua corriente,,,Lazkao,%,Lazkao,100.0
2010,Proporción de viviendas con agua corriente,,,Lazkao,%,Lazkao,100.0
2016,Proporción de viviendas con agua corriente,,,Leaburu,%,Leaburu,100.0
2022,Proporción de viviendas con agua corriente,,,Leaburu,%,Leaburu,100.0
2010,Proporción de viviendas con agua corriente,,,Leaburu,%,Leaburu,100.0
2015,Proporción de viviendas con agua corriente,,,Leaburu,%,Leaburu,100.0
2020,Proporción de viviendas con agua corriente,,,Leaburu,%,Leaburu,100.0
2013,Proporción de viviendas con agua corriente,,,Leaburu,%,Leaburu,100.0
2023,Proporción de viviendas con agua corriente,,,Leaburu,%,Leaburu,100.0
2019,Proporción de viviendas con agua corriente,,,Leaburu,%,Leaburu,100.0
2014,Proporción de viviendas con agua corriente,,,Leaburu,%,Leaburu,100.0
2021,Proporción de viviendas con agua corriente,,,Leaburu,%,Leaburu,100.0
2018,Proporción de viviendas con agua corriente,,,Leaburu,%,Leaburu,100.0
2010,Proporción de viviendas con agua corriente,,,Legazpi,%,Legazpi,96.7
2020,Proporción de viviendas con agua corriente,,,Legazpi,%,Legazpi,96.9
2013,Proporción de viviendas con agua corriente,,,Legazpi,%,Legazpi,96.9
2019,Proporción de viviendas con agua corriente,,,Legazpi,%,Legazpi,96.8
2014,Proporción de viviendas con agua corriente,,,Legazpi,%,Legazpi,96.8
2018,Proporción de viviendas con agua corriente,,,Legazpi,%,Legazpi,96.9
2015,Proporción de viviendas con agua corriente,,,Legazpi,%,Legazpi,96.9
2022,Proporción de viviendas con agua corriente,,,Legazpi,%,Legazpi,97.0
2016,Proporción de viviendas con agua corriente,,,Legazpi,%,Legazpi,96.9
2021,Proporción de viviendas con agua corriente,,,Legazpi,%,Legazpi,96.9
2023,Proporción de viviendas con agua corriente,,,Legazpi,%,Legazpi,96.9
2010,Proporción de viviendas con agua corriente,,,Legorreta,%,Legorreta,95.4
2023,Proporción de viviendas con agua corriente,,,Legorreta,%,Legorreta,96.6
2021,Proporción de viviendas con agua corriente,,,Legorreta,%,Legorreta,96.3
2019,Proporción de viviendas con agua corriente,,,Legorreta,%,Legorreta,96.6
2018,Proporción de viviendas con agua corriente,,,Legorreta,%,Legorreta,96.5
2013,Proporción de viviendas con agua corriente,,,Legorreta,%,Legorreta,95.8
2016,Proporción de viviendas con agua corriente,,,Legorreta,%,Legorreta,96.1
2014,Proporción de viviendas con agua corriente,,,Legorreta,%,Legorreta,96.3
2022,Proporción de viviendas con agua corriente,,,Legorreta,%,Legorreta,96.5
2015,Proporción de viviendas con agua corriente,,,Legorreta,%,Legorreta,96.2
2020,Proporción de viviendas con agua corriente,,,Legorreta,%,Legorreta,96.6
2010,Proporción de viviendas con agua corriente,,,Legutio,%,Legutio,100.0
2018,Proporción de viviendas con agua corriente,,,Legutio,%,Legutio,100.0
2019,Proporción de viviendas con agua corriente,,,Legutio,%,Legutio,100.0
2022,Proporción de viviendas con agua corriente,,,Legutio,%,Legutio,100.0
2023,Proporción de viviendas con agua corriente,,,Legutio,%,Legutio,100.0
2021,Proporción de viviendas con agua corriente,,,Legutio,%,Legutio,100.0
2013,Proporción de viviendas con agua corriente,,,Legutio,%,Legutio,100.0
2015,Proporción de viviendas con agua corriente,,,Legutio,%,Legutio,100.0
2014,Proporción de viviendas con agua corriente,,,Legutio,%,Legutio,100.0
2016,Proporción de viviendas con agua corriente,,,Legutio,%,Legutio,100.0
